LINE_NO,LATITUDE,LONGITUDE,DATETIME,ELEVATION,Collar_ID,TEMP
493,38.9851229,-104.8796486,40661.75,2097.6,2925,17
494,38.9826821,-104.8855809,40662.00,2093.95,2925,8
495,38.9839517,-104.8873075,40662.25,2124.79,2925,16
497,38.9881471,-104.885076,40662.75,2130.9,2925,11
498,38.9925447,-104.8718369,40663.00,2064.82,2925,4
499,38.9874048,-104.8792297,40663.25,2062.67,2925,6
500,38.9900919,-104.8777836,40663.50,2064.36,2925,12
501,38.991368,-104.87526,40663.75,2065.72,2925,7
502,38.9939226,-104.8766366,40664.00,2128.5,2925,3
503,38.9922982,-104.8869786,40664.25,2171.74,2925,3
504,38.9921634,-104.8825828,40664.50,2150.49,2925,10
505,38.9903275,-104.8891955,40664.75,2181.44,2925,6
506,38.9905627,-104.8912111,40665.00,2198.44,2925,3
507,38.9939335,-104.8855372,40665.25,2192.17,2925,2
509,38.984552,-104.8836947,40665.75,2156.86,2925,8
512,38.9866266,-104.8808321,40666.50,2086.79,2925,18
513,38.9823195,-104.8807119,40666.75,2100.77,2925,16
514,38.9860818,-104.8868832,40667.00,2118.63,2925,9
515,38.9912361,-104.8861658,40667.25,2126.72,2925,11
517,38.9931565,-104.8732604,40667.75,2128.69,2925,14
518,38.9868227,-104.8720056,40668.00,2101.21,2925,4
519,38.9862149,-104.8753677,40668.25,2103.55,2925,6
521,38.9855736,-104.8750858,40668.75,2104.11,2925,18
522,38.9864569,-104.8745313,40669.00,2100.53,2925,9
524,38.9921758,-104.8775177,40669.50,2102.71,2925,27
525,38.9897899,-104.882642,40669.75,2102.61,2925,23
526,38.9884357,-104.8795049,40670.00,2084.95,2925,13
529,38.9879343,-104.8853537,40670.75,2085.4,2925,24
530,38.9869846,-104.8828066,40671.00,2086.95,2925,18
531,38.9884556,-104.8862292,40671.25,2115.6,2925,16
532,38.9867912,-104.884306,40671.50,2116.66,2925,27
533,38.9858696,-104.8854633,40671.75,2149.33,2925,22
534,38.9849021,-104.8835219,40672.00,2140.61,2925,14
535,38.9874874,-104.8824965,40672.25,2106.98,2925,15
537,38.9884306,-104.8851834,40672.75,2106.32,2925,20
538,38.9886153,-104.885569,40673.00,2106.4,2925,12
539,38.9913532,-104.8864879,40673.25,2177.41,2925,14
541,38.9932167,-104.8857568,40673.75,2180.83,2925,17
542,38.9909496,-104.8829956,40674.00,2178.74,2925,13
543,38.9907777,-104.8795009,40674.25,2176.89,2925,5
544,38.9918111,-104.879194,40674.50,2178.16,2925,6
545,38.9940968,-104.8738503,40674.75,2176.12,2925,5
547,38.9946947,-104.8723312,40675.25,2095.7,2925,6
548,38.991915,-104.8792898,40675.50,2097.16,2925,13
549,38.9921405,-104.8783315,40675.75,2083.71,2925,10
550,38.9916625,-104.8727759,40676.00,2082.53,2925,7
551,38.9936306,-104.8746295,40676.25,2082.73,2925,9
552,38.9893499,-104.8802772,40676.50,2083.51,2925,20
553,38.990806,-104.8800903,40676.75,2082.41,2925,18
554,38.990558,-104.8864268,40677.00,2081.48,2925,12
555,38.9909771,-104.8846273,40677.25,2117.74,2925,10
557,38.9909055,-104.883862,40677.75,2141.87,2925,7
559,38.9852886,-104.878542,40678.25,2120.97,2925,5
560,38.9859922,-104.8819112,40678.50,2122.97,2925,7
561,38.9835049,-104.8818145,40678.75,2165.43,2925,10
562,38.9839365,-104.8847051,40679.00,2163.43,2925,9
564,38.9838852,-104.8784855,40679.50,2168.87,2925,17
565,38.9823181,-104.8817526,40679.75,2124.82,2925,19
566,38.9861227,-104.8887413,40680.00,2124.14,2925,10
567,38.9908131,-104.8849191,40680.25,2160.9,2925,9
569,38.9908619,-104.8832555,40680.75,2131.96,2925,14
570,38.9946336,-104.885859,40681.00,2150.16,2925,9
571,38.9936324,-104.8840587,40681.25,2149.24,2925,10
572,38.9952247,-104.8800229,40681.50,2142.19,2925,19
573,38.9942739,-104.8787243,40681.75,2140.71,2925,11
575,38.9938251,-104.8745704,40682.25,2145.06,2925,8
577,38.9934073,-104.8768532,40682.75,2116.54,2925,7
578,38.9936571,-104.8776268,40683.00,2129.96,2925,5
579,38.9950946,-104.8835924,40683.25,2145.73,2925,11
580,38.9934313,-104.883592,40683.50,2146.62,2925,19
581,38.9835165,-104.8817934,40683.75,2135.23,2925,11
582,38.9834927,-104.8839695,40684.00,2141.67,2925,10
583,38.9855221,-104.8874673,40684.25,2158.86,2925,10
584,38.9887035,-104.8845057,40684.50,2154.7,2925,22
585,38.9904378,-104.8850471,40684.75,2153.59,2925,17
586,38.9921612,-104.8891246,40685.00,2185.76,2925,9
587,38.9910788,-104.8841202,40685.25,2194.39,2925,14
589,38.9830502,-104.8804117,40685.75,2172.19,2925,16
590,38.9822262,-104.875289,40686.00,2173.99,2925,12
591,38.9909768,-104.8845304,40686.25,2173.42,2925,15
592,38.9918262,-104.8828758,40686.50,2147.49,2925,23
595,38.9928374,-104.8863836,40687.25,2169.3,2925,12
596,38.9910772,-104.8837549,40687.50,2142.16,2925,11
597,38.9936847,-104.8842504,40687.75,2143.65,2925,10
598,38.9921238,-104.8788148,40688.00,2109.84,2925,11
599,38.9947591,-104.8722376,40688.25,2110.7,2925,10
601,38.9929975,-104.8749172,40688.75,2115.54,2925,18
602,38.9941878,-104.8788388,40689.00,2135.03,2925,13
603,38.9943596,-104.8808694,40689.25,2140.08,2925,12
604,38.9893413,-104.8830373,40689.50,2141.89,2925,20
605,38.9833345,-104.8812949,40689.75,2142.71,2925,22
606,38.989323,-104.883843,40690.00,2142.82,2925,13
609,38.9917099,-104.883704,40690.75,2160.26,2925,22
610,38.9846524,-104.8794226,40691.00,2135.14,2925,13
611,38.9822376,-104.8785607,40691.25,2129.5,2925,11
612,38.9840693,-104.8786122,40691.50,2137.26,2925,24
613,38.9832355,-104.8814376,40691.75,2134.05,2925,18
614,38.984858,-104.8858481,40692.00,2132.37,2925,15
616,38.9845516,-104.8772414,40692.50,2134.67,2925,26
617,38.9826184,-104.8809891,40692.75,2126.53,2925,26
618,38.9850332,-104.8870712,40693.00,2125.8,2925,16
619,38.9883217,-104.8883691,40693.25,2132.38,2925,18
620,38.9862026,-104.8852883,40693.50,2127.48,2925,25
621,38.9846554,-104.8859857,40693.75,2131.55,2925,18
622,38.9861071,-104.8847987,40694.00,2138.99,2925,11
623,38.9889172,-104.8861822,40694.25,2131.74,2925,13
624,38.9904294,-104.8819714,40694.50,2130.91,2925,25
625,38.990527,-104.8808927,40694.75,2106.39,2925,24
626,38.9909787,-104.8811213,40695.00,2111.17,2925,13
627,38.9906734,-104.8872422,40695.25,2105.37,2925,13
629,38.992141,-104.8830122,40695.75,2118.6,2925,26
630,38.986031,-104.8884061,40696.00,2111.29,2925,17
631,38.9890512,-104.8879197,40696.25,2126.07,2925,15
633,38.988988,-104.8851399,40696.75,2104.55,2925,25
634,38.9855542,-104.8855891,40697.00,2143.34,2925,18
635,38.9907227,-104.8842948,40697.25,2154.24,2925,19
636,38.9905119,-104.8813873,40697.50,2152.97,2925,27
637,38.990174,-104.8830505,40697.75,2096,2925,22
638,38.9905428,-104.8856302,40698.00,2113.75,2925,16
639,38.9903775,-104.8854988,40698.25,2118.95,2925,16
640,38.9892514,-104.8853741,40698.50,2135.17,2925,27
641,38.9887892,-104.8860515,40698.75,2135,2925,25
642,38.9903357,-104.8909455,40699.00,2134.22,2925,14
643,38.9922844,-104.8913794,40699.25,2162.51,2925,20
644,38.9923069,-104.8913082,40699.50,2194.38,2925,31
645,38.9923296,-104.8913156,40699.75,2183.32,2925,26
646,38.9923417,-104.8910161,40700.00,2184.85,2925,16
647,38.9919004,-104.8918704,40700.25,2202.46,2925,21
648,38.9918519,-104.8917426,40700.50,2191.64,2925,31
649,38.9921021,-104.8915358,40700.75,2190.7,2925,27
650,38.9921688,-104.8916881,40701.00,2187.9,2925,18
651,38.9926396,-104.8916173,40701.25,2194.84,2925,20
652,38.9930899,-104.8910045,40701.50,2191.87,2925,32
653,38.9925453,-104.8911661,40701.75,2190.29,2925,25
654,38.9926165,-104.8911304,40702.00,2191.64,2925,14
655,38.9926392,-104.8918418,40702.25,2210.78,2925,17
656,38.9930332,-104.8915443,40702.50,2210.76,2925,30
657,38.9926117,-104.8911208,40702.75,2200.25,2925,23
658,38.9924853,-104.8913372,40703.00,2203.29,2925,16
659,38.9916029,-104.8915635,40703.25,2189.24,2925,15
660,38.9918337,-104.8911992,40703.50,2192.54,2925,25
662,38.9918621,-104.8918436,40704.00,2190.24,2925,15
663,38.9928451,-104.8910351,40704.25,2192.07,2925,14
665,38.9931702,-104.8908462,40704.75,2190.39,2925,17
666,38.9930801,-104.890858,40705.00,2177.32,2925,14
667,38.9890832,-104.8920005,40705.25,2190.02,2925,15
668,38.9872293,-104.8919926,40705.50,2186.89,2925,28
669,38.9903581,-104.885969,40705.75,2180.41,2925,24
670,38.9905608,-104.8853889,40706.00,2141.49,2925,14
671,38.990703,-104.8828876,40706.25,2126.74,2925,14
672,38.9922169,-104.8805044,40706.50,2125.67,2925,28
673,38.9921308,-104.8808701,40706.75,2124.77,2925,27
674,38.9929575,-104.8805879,40707.00,2132.15,2925,18
675,38.993064,-104.8809186,40707.25,2138.21,2925,17
676,38.9939605,-104.8828402,40707.50,2143.96,2925,32
677,38.9936081,-104.8830968,40707.75,2139.85,2925,28
678,38.9932813,-104.8830027,40708.00,2144.95,2925,18
680,38.9927358,-104.8800797,40708.50,2145.09,2925,26
681,38.9922353,-104.8803061,40708.75,2145.4,2925,24
682,38.9928792,-104.8806297,40709.00,2147.66,2925,17
683,38.9924383,-104.8820155,40709.25,2147.75,2925,17
684,38.9910111,-104.8820514,40709.50,2149.63,2925,30
686,38.9950556,-104.8815372,40710.00,2147.9,2925,19
687,38.9923585,-104.8799968,40710.25,2145.99,2925,21
688,38.9920765,-104.8810545,40710.50,2122.69,2925,31
689,38.9921271,-104.8802895,40710.75,2112.56,2925,28
690,38.9928259,-104.8804922,40711.00,2145.44,2925,15
691,38.9931557,-104.8830518,40711.25,2143.11,2925,16
692,38.992499,-104.8814959,40711.50,2145.79,2925,25
693,38.9924302,-104.8819709,40711.75,2145.69,2925,21
694,38.9928302,-104.8816532,40712.00,2149.61,2925,14
695,38.9929015,-104.8811871,40712.25,2146.2,2925,14
696,38.9918499,-104.8806852,40712.50,2121.99,2925,26
697,38.9908586,-104.8826355,40712.75,2121.28,2925,25
698,38.9917302,-104.8931388,40713.00,2120.92,2925,13
699,38.9922982,-104.8918556,40713.25,2119.29,2925,16
700,38.9920353,-104.8910834,40713.50,2114.03,2925,30
701,38.9913727,-104.889986,40713.75,2119.11,2925,20
702,38.9911935,-104.8910839,40714.00,2118.25,2925,13
704,38.9920959,-104.8919374,40714.50,2116.85,2925,20
705,38.991928,-104.8924727,40714.75,2117.63,2925,19
706,38.9928835,-104.8930891,40715.00,2115.29,2925,14
708,38.9922517,-104.8830336,40715.50,2114.54,2925,24
711,38.9930443,-104.8808168,40716.25,2144.08,2925,17
712,38.9932427,-104.882006,40716.50,2143.89,2925,29
714,38.9933272,-104.881464,40717.00,2143.42,2925,17
716,38.9931524,-104.8893742,40717.50,2145.15,2925,31
718,38.9928774,-104.8923489,40718.00,2144.73,2925,18
719,38.9920743,-104.8914597,40718.25,2150,2925,21
720,38.9922989,-104.8904874,40718.50,2157.34,2925,30
721,38.9922295,-104.8908145,40718.75,2154.14,2925,28
722,38.9923465,-104.892142,40719.00,2158.75,2925,15
723,38.9917273,-104.8912786,40719.25,2154.7,2925,18
724,38.9925712,-104.8895448,40719.50,2156.54,2925,32
728,38.9937526,-104.8881438,40720.50,2169.3,2925,33
729,38.9928554,-104.8850323,40720.75,2166.81,2925,30
730,38.9928022,-104.8912767,40721.00,2182.06,2925,18
731,38.9922447,-104.8913098,40721.25,2198.15,2925,18
732,38.9915813,-104.8902851,40721.50,2182.68,2925,28
733,38.9920935,-104.8911002,40721.75,2182.34,2925,25
735,38.9926237,-104.8920157,40722.25,2206.56,2925,16
736,38.9937973,-104.8882801,40722.50,2201.31,2925,33
737,38.9929799,-104.8881386,40722.75,2202.18,2925,29
739,38.9930107,-104.8914588,40723.25,2199.55,2925,26
740,38.9903165,-104.8904889,40723.50,2198.83,2925,34
741,38.992172,-104.8912742,40723.75,2206.53,2925,23
744,38.9920059,-104.8915716,40724.50,2207.07,2925,22
745,38.9930244,-104.8915948,40724.75,2208.8,2925,28
746,38.991668,-104.8913688,40725.00,2186.66,2925,16
747,38.9918799,-104.8917426,40725.25,2194.16,2925,20
748,38.9926321,-104.8919903,40725.50,2187.92,2925,32
749,38.9896516,-104.8913759,40725.75,2202.64,2925,27
750,38.9937153,-104.8930548,40726.00,2174.42,2925,17
751,38.9901581,-104.8915458,40726.25,2191.96,2925,18
752,38.9936238,-104.8888784,40726.50,2190.15,2925,32
754,38.9921925,-104.8919007,40727.00,2191.01,2925,14
755,38.993851,-104.8924951,40727.25,2186,2925,17
757,38.9912576,-104.8894209,40727.75,2190.53,2925,29
758,38.9915114,-104.8941934,40728.00,2209.74,2925,17
761,38.9944694,-104.8859614,40728.75,2207.66,2925,30
762,38.9908613,-104.8904261,40729.00,2194.03,2925,21
763,38.992795,-104.8878933,40729.25,2178.29,2925,22
764,38.9945293,-104.8849213,40729.50,2183.55,2925,33
765,38.9935384,-104.8860599,40729.75,2182.79,2925,26
766,38.993639,-104.8919197,40730.00,2157.87,2925,18
767,38.9928176,-104.8824122,40730.25,2165.65,2925,20
768,38.9942943,-104.8853376,40730.50,2168.1,2925,33
769,38.9930177,-104.8899885,40730.75,2185.87,2925,17
771,38.9947217,-104.8909476,40731.25,2157.16,2925,18
772,38.9939207,-104.885823,40731.50,2146.24,2925,22
774,38.989972,-104.8920484,40732.00,2204.78,2925,18
775,38.989964,-104.8866948,40732.25,2201.1,2925,19
777,38.9922801,-104.890319,40732.75,2201.24,2925,23
778,38.9916597,-104.8928665,40733.00,2203.7,2925,17
781,38.9916578,-104.8916096,40735.00,2184.89,2925,18
782,38.9925931,-104.8913831,40735.25,2183.72,2925,18
783,38.9943959,-104.8859924,40735.50,2178.01,2925,30
784,38.989547,-104.8882312,40735.75,2185.2,2925,19
786,38.9756943,-104.8893498,40736.25,2183.37,2925,17
787,38.9720435,-104.8402703,40736.50,1986.52,2925,32
788,38.9850628,-104.8666341,40736.75,1992.99,2925,25
789,38.9896192,-104.8914012,40737.00,2199.14,2925,16
790,38.9892597,-104.8882849,40737.25,2176.94,2925,18
791,38.9874768,-104.8870824,40737.50,2135.45,2925,30
792,38.9885467,-104.8889926,40737.75,2136.48,2925,25
793,38.9913626,-104.8929588,40738.00,2198.37,2925,19
794,38.994423,-104.8857354,40738.25,2198.12,2925,19
795,38.9942767,-104.885045,40738.50,2199.12,2925,34
796,38.9929018,-104.8877521,40738.75,2197.01,2925,22
797,38.9906896,-104.8839045,40739.00,2139.7,2925,20
798,38.9905009,-104.8835129,40739.25,2141.75,2925,20
799,38.9898673,-104.8819128,40739.50,2099.94,2925,32
800,38.9900241,-104.8828255,40739.75,2111.8,2925,28
801,38.9879239,-104.8937614,40740.00,2123.38,2925,18
804,38.9912592,-104.8905161,40740.75,2121.96,2925,32
805,38.9912827,-104.889419,40741.00,2123.5,2925,20
806,38.9895038,-104.8863603,40741.25,2149.81,2925,23
807,38.9880964,-104.8857584,40741.50,2150.57,2925,33
808,38.987937,-104.8858522,40741.75,2147.01,2925,29
810,38.994955,-104.8857793,40742.25,2147.4,2925,20
811,38.9945973,-104.8830568,40742.50,2150.38,2925,33
812,38.993973,-104.8841343,40742.75,2158.14,2925,30
813,38.9908522,-104.8885432,40743.00,2166.67,2925,20
814,38.9934896,-104.8898513,40743.25,2165.65,2925,23
816,38.9942348,-104.8849504,40743.75,2169.91,2925,21
817,38.9920026,-104.8884476,40744.00,2190.04,2925,21
818,38.9919711,-104.8911597,40744.25,2186.41,2925,22
819,38.9943428,-104.8858877,40744.50,2182.11,2925,30
820,38.9874222,-104.889217,40744.75,2136.58,2925,25
821,38.9890378,-104.8935384,40745.00,2216.91,2925,16
822,38.989062,-104.8871492,40745.25,2154.79,2925,19
823,38.987851,-104.8857978,40745.50,2127.02,2925,32
824,38.9885809,-104.8887437,40745.75,2158.81,2925,25
825,38.989273,-104.8931968,40746.00,2156.03,2925,18
826,38.9917901,-104.8912622,40746.25,2157.2,2925,20
827,38.9919163,-104.8905085,40746.50,2154.19,2925,31
828,38.9941904,-104.8918221,40746.75,2163.28,2925,28
829,38.990863,-104.8885328,40747.00,2162.01,2925,16
830,38.9943095,-104.885895,40747.25,2166.02,2925,20
832,38.9944934,-104.8859351,40747.75,2175.75,2925,27
833,38.9914618,-104.8888521,40748.00,2172.05,2925,21
834,38.9909931,-104.8828899,40748.25,2156.88,2925,22
835,38.9895701,-104.8821922,40748.50,2161.38,2925,31
836,38.9914318,-104.8794667,40752.50,2134.83,2925,32
837,38.9886478,-104.8889206,40752.75,2160.75,2925,19
838,38.98972,-104.8922051,40753.00,2161.47,2925,16
839,38.9921622,-104.8882899,40753.25,2190.4,2925,16
840,38.9941928,-104.8858112,40753.50,2175.67,2925,31
841,38.9948001,-104.8854459,40753.75,2178.18,2925,25
842,38.9908062,-104.8885434,40754.00,2182.51,2925,18
843,38.9928046,-104.8905854,40754.25,2181.74,2925,24
846,38.9904453,-104.8907036,40755.00,2195.47,2925,20
848,38.9916756,-104.8922147,40755.50,2203.11,2925,33
849,38.9916861,-104.8920891,40755.75,2201.66,2925,28
851,38.9915041,-104.8914714,40756.25,2178.96,2925,23
852,38.9921293,-104.8913693,40756.50,2202.85,2925,33
853,38.9942084,-104.8891611,40756.75,2159.22,2925,21
854,38.992461,-104.8916523,40757.00,2189.14,2925,21
857,38.9913225,-104.887999,40757.75,2176.84,2925,17
858,38.9893644,-104.8913553,40758.00,2205.49,2925,18
859,38.9834221,-104.8929453,40758.25,2191.1,2925,15
860,38.9767908,-104.8871571,40758.50,2190.27,2925,28
861,38.9879334,-104.8871843,40758.75,2188.83,2925,17
862,38.9912899,-104.8917949,40759.00,2189.27,2925,20
863,38.9946076,-104.8841297,40759.25,2187.1,2925,22
864,38.9941193,-104.8850078,40759.50,2190.52,2925,32
865,38.9950535,-104.8842259,40759.75,2176.79,2925,18
866,38.9925222,-104.8907535,40760.00,2175.98,2925,18
868,38.9944623,-104.8860296,40760.50,2178.42,2925,29
870,38.9903981,-104.891588,40761.00,2190.82,2925,15
871,38.9906439,-104.8983277,40761.25,2190.48,2925,23
872,38.9900707,-104.8972371,40761.50,2235.74,2925,33
873,38.988498,-104.8925131,40761.75,2217.85,2925,27
874,38.990455,-104.8868758,40762.00,2189.37,2925,21
875,38.9896311,-104.8864152,40762.25,2148.24,2925,23
876,38.9885499,-104.8869397,40762.50,2126.5,2925,35
878,38.9874658,-104.8893871,40763.00,2124.24,2925,22
880,38.9946198,-104.8851855,40763.50,2140.94,2925,29
881,38.9920641,-104.8875094,40763.75,2178.42,2925,24
882,38.9889946,-104.894437,40764.00,2211.71,2925,17
883,38.9883425,-104.8940687,40764.25,2207.41,2925,16
885,38.9903243,-104.8822969,40764.75,2115.13,2925,26
886,38.9912034,-104.8899717,40765.00,2190.01,2925,17
887,38.997386,-104.8891505,40765.25,2189,2925,16
888,38.9944922,-104.8905406,40765.50,2187.04,2925,22
889,38.9950692,-104.8900637,40765.75,2163.52,2925,25
891,38.994535,-104.884432,40766.25,2158.92,2925,16
892,38.9941181,-104.8858037,40766.50,2162.08,2925,32
893,38.9943383,-104.883938,40766.75,2173.18,2925,23
894,38.9908921,-104.8884868,40767.00,2173.91,2925,18
895,38.9895709,-104.8883738,40767.25,2167.61,2925,23
896,38.9885903,-104.8882398,40767.50,2160.69,2925,30
897,38.9892376,-104.8880572,40767.75,2140.24,2925,20
898,38.9890388,-104.8903647,40768.00,2196.11,2925,17
899,38.9894102,-104.8858344,40768.25,2181.72,2925,14
900,38.9888495,-104.8858389,40768.50,2139.44,2925,30
902,38.9886508,-104.8864046,40769.00,2139.68,2925,20
903,38.9910821,-104.8873866,40769.25,2171.69,2925,20
905,38.9948463,-104.8846237,40769.75,2176.61,2925,26
906,38.9917143,-104.888994,40770.00,2180.32,2925,16
907,38.9861093,-104.8900296,40770.25,2178.44,2925,21
909,38.9878581,-104.8842798,40770.75,2178.5,2925,26
910,38.9833192,-104.8839766,40771.00,2178.2,2925,18
911,38.9871392,-104.8869184,40771.25,2138.85,2925,18
912,38.9889546,-104.8809788,40771.50,2139.32,2925,31
913,38.990319,-104.88404,40771.75,2139.69,2925,18
914,38.9891385,-104.8875162,40772.00,2137.93,2925,16
915,38.9932169,-104.8879009,40772.25,2137.89,2925,16
917,38.9945643,-104.8808931,40772.75,2148.54,2925,26
920,38.9879714,-104.8853542,40773.50,2148.65,2925,32
921,38.9863736,-104.8884597,40773.75,2159.65,2925,26
922,38.9873445,-104.8894952,40774.00,2163.13,2925,23
923,38.9909429,-104.8832635,40774.25,2120.85,2925,22
924,38.9908329,-104.8822779,40774.50,2113.7,2925,31
925,38.9907963,-104.8830571,40774.75,2144.15,2925,27
926,38.9887009,-104.8858397,40775.00,2140.75,2925,21
927,38.9890188,-104.8883814,40775.25,2144.83,2925,20
929,38.9865919,-104.8869499,40775.75,2126.52,2925,26
930,38.9862438,-104.885715,40776.00,2142.5,2925,17
931,38.9895296,-104.8848336,40776.25,2141.5,2925,19
933,38.9855917,-104.88776,40776.75,2152.49,2925,25
935,38.9873192,-104.8896192,40777.25,2153.89,2925,22
936,38.9878492,-104.8859511,40777.50,2152.7,2925,31
937,38.9877752,-104.8890259,40777.75,2153.32,2925,26
938,38.9888405,-104.8887168,40778.00,2153.39,2925,22
940,38.9873372,-104.8853316,40778.50,2156.2,2925,32
941,38.9888631,-104.8883801,40778.75,2161.41,2925,25
943,38.9920106,-104.8886407,40779.25,2169.86,2925,21
944,38.9886183,-104.8888411,40779.50,2166.39,2925,29
945,38.9888244,-104.8880569,40779.75,2168.32,2925,25
946,38.9893328,-104.8873297,40780.00,2168.5,2925,20
947,38.9892992,-104.8869767,40780.25,2168.33,2925,18
948,38.9892839,-104.884776,40780.50,2173.62,2925,30
949,38.9886842,-104.8870007,40780.75,2143.04,2925,27
950,38.9899496,-104.8878422,40781.00,2179.24,2925,22
951,38.9923123,-104.9012434,40781.25,2179.34,2925,20
952,38.9922885,-104.9007191,40781.50,2266.83,2925,31
953,38.9922461,-104.898592,40781.75,2283.78,2925,24
954,38.9895007,-104.8998842,40782.00,2271.02,2925,20
955,38.9902205,-104.8865771,40782.25,2183.4,2925,20
956,38.9888597,-104.8859257,40782.50,2118.97,2925,32
957,38.9908165,-104.8839927,40782.75,2119.11,2925,28
958,38.9910496,-104.883633,40783.00,2150.71,2925,22
959,38.9907843,-104.8837128,40783.25,2158.5,2925,24
960,38.9911183,-104.8821161,40783.50,2157.19,2925,34
961,38.9910099,-104.8833722,40783.75,2151.39,2925,20
962,38.9907604,-104.8851087,40784.00,2161.78,2925,20
